,userName,content,score
814,Nisa Nia,sebenarnya bagus sih...tapi suka error' aj KLO mau masuk appx bahkan susah gak masuk2 CMN ad tanda logo tiktokx aj udh 2× hapus instal hapus instal tapi tetep ngk berubah...tolong di perbaiki...sekian,2
815,Sofiatus S.,"Ini knp tiktok tiap hari mau buka pasti gabisa, bisa buka kalo diinstal ulang. Masa tiap hari harus uninstall trs install ulang gitu terus? Tolong segera diperbaiki, apalagi kalo udh install ulang voucher tiktok shop pd ilang semua",1
816,Haffif Pratama,"lu kalo habis update itu benerin kok ini tiktok gakbisa di buka kok sekarang tiktok jadi gini dulu gak peduli mau update atau engga yang penting video ada , tiktok kok habis update malah jadi gak guna buat apa update kalo gitu , kecewa berat sih gua",1
817,Infinix hot 9 play,"Update sekarang jadi jelek banget sering gabisa masuk, kadang cuman muncul logo nya aja, sama sering patah patah terus video nya ,tolong diperbaiki lagi",1
818,Sony Tama,"Kok GK bisa di buka sekarang tiktok ku... Udah saya hapus,instal lagi. Setiap loading kok GK bisa ...semua bilang peluncur tidak menanggapi. Nunggu lagi beberapa menit , matiin hp. Masuk lagi GK bisa ulangi lagi kyak gitu terus. Berjam,jam kok GK bisa loading.",1
819,Inas Humaid,"Saya punya dua akun, akun utama dan akun cadangan. Hingga hari ini akun utama saya tidak bisa menggunakan fitur prompt padahal akun cadangan saya bisa. Jadi semua post tentang prompt 'tidak tersedia' di akun utama saya. Sudah lapor dan minta bantuan responnya lama cuma buat bilang ""Tidak semua akun bisa menggunakan fitur prompt""",2
820,Dina Agustin,"Kapok rasane mau download tiktok lagi, hbs di update malah hpku mati g bisa diidupin, bukan punyaku doang tapi rata"" tetanggaku juga gitu gara"" kenak virus tiktok. Hpnya lngsung mati ga bisa di hidupin, sampe aku ganti hp lgi:) Lain kali tolong perhatiin!.",1
821,Margaret Oppo,Terus kena pelanggaran padahal tidak ada salah saya sampai buat 2 akun dan akun itu dua dua nya kena pelanggaran tidak bisa menchat teman dll ini perlu di perbaiki saya sungguh amat lah kesal karena saya sudah tidak bisa menghubungi teman saya harap bisa di perbaiki secepat nya,2
822,Aini Mutz,"maksudnya apa ini!?, tiap malam kalo buka tik tok pasti loading nya lama sampe harus download ulang, pulih kan akun lagi, capek bgt sumpah, perasaan dulu tik tok gk gini deh,di tambah lagi pas mau pulihin akun logo facebooknya kadang gk bisa di pencet, saya sempat panik karna akun saya gk bisa kembali untung kembali lagi.",1
823,MITRA Rent,Sangat di sayangkan teruntuk developer apk nya bagus tapi yang menjadi masalah tiktoknya sering error' cuman muncul logonya aja tapi gak bisa masuk ke apk nya mohon di perbaiki lagi🙏🙏🙏,1
824,Arsiyona Yumita Rihi,Tiktok setelah di perbaharui bukannya makin bagus malah tiktok yg awalnya tulisannya bahasa asing bisa di terjemahkan ini sekarang udah nggk bisa... Udah coba lht ke pengaturan bahasa tapi smaa aja tetap nggk bisa,3
825,Diah Dii15,"Gak tau emg cuma di aku atau yg lain juga ngerasain. Terkadang suka tiba² keluar pas lgi scrool gtuloh, trs klo udh keluar pas di klik g bisa². Jdi hrs uninstal dan instal ulang trs nih. Mohon diperbaiki",2
826,Puri Dewi,"Parah bngt sih.. stlh update malah sering gak bisa dibuka🥴, smpe bbrapa kali uninstal dan instal ulang. Skrng aja gak bisa dibuka lg aplikasinya, masa harus instal ulang lg aja..hadeuuhh.. Gmna nih min 🤔",1
827,Moch Zainal Azhar,"Setelah update malah gak bisa di buka, kalau gitu mnding jangan di update sekalian. Di buka aplikasi susah sekalinya bisa di buka malah ngebug",1
828,Sifa Suta,"Tiktok kok skrng bug trs ya,,,,,,setiap kali mau buka tiktok pasti yang muncul logo titok nya doang,,, jadi yang aku lakuin tiap kali tiktok bug itu aku harus download ulang",2
829,nafisa rahmatika,"sering tidak bisa di buka, padahal sudah beberapa kali update, jaringan internet manapun tidak mempengaruhi. tetapi dari aplikasi sendiri yang ada gangguan mohon untuk di perbaiki 🙏",1
830,Rin rin Tri Indah Sugianti,"Nyesel update, setelah di update tiktok jadi ngeblang cuman muncul logo ajah, gak bisa dimainin,,,, tolong dong cepet diperbaharui lagi ke semula, sumpah ini gk bisa dibuka, Kirain saya ajah yg ngelag",1
831,Lukman Tambunan,"Aku udah menghapus hampir semua app di hpku demi download tiktok tapi pas udah kedownload malah ga bisa dibuka katanya memo ga cukup tapi kemaren kemaren memoku cukup untuk ngebuka tiktok tapi sekarang ga bisa,bisa tolong ramnya jangan 4gb?,2/3gb masih bisa tapi kalo 4gb itu memo bakalan cepat habis,aku rela ngehapusin foto keluargaku demi download tiktok tolong diperbaiki ya,aku hampir aja ngehapus diary paling berharga ku.bahkan aku rela ngehapus WeTV.",1
832,ramlin lataka,"Apl ini sangat menyebslkan, akun saya selalu di pl atau di banned tanpa tau sebabnya, tdk ada pemberitahuan tiba-tiba Apl TikTok saya hilang begitu saja. Mohon di aktifkan kembali tanpa membuat akun yg baru. Terima kk asih.",2
833,Slay Olay,"Tolong dong di perbaiki, biasanya klo tiba"" error aku harus hapus tiktok terus download lagi, udah habis"" in kuota nguras memori pula, klo mau download tiktok lite isi fyp nya jokes bapak""🗿, tolong dong di perbaiki.",3
834,Nani Rohani,Tik tok sekarang berbeda dengan tik tok yang dulu soalnya sering lama menginstal dan sering ngebug entah kenapa tik tok yang dulu ga kyk gini soalnya aku uda ampe 100 tapi dihape ku ada tulisan menginstal lama banget dan tapi di tik tok yang dulu cepet agak heran sama tik tom yang sekarang,3
835,Farhan Dzaki,"apaan coba, banyak bug, lag, pas di buka kadang"" malah stuck di logo tiktok+macet ngerambat ke apk lain. Tolong perbaikin lah",1
836,Laila Sheila shandy,"Aplikasi Tiktok sekarang punya masalah hidup apa sih. Bener² deh ya,nguji kesabaran tingkat provinsi.Dulunya aplikasinya bagus banget sekarang ini nggak jelas.Nggak bisa dibuka trus minta di uninstall kemudian di install ulang.Kmrn² setiap 2 hari ,lah ini tadi belum ada sehari sdh nggak bs dibuka lagi dan harus di uninstall kemudian install ulang lagi.Hidup lagi cape'-cape'nya malah diuji lagi kesabaran soal aplikasi Tiktok ini ,minta tlg dong di perbaharui lagi aplikasinya.Terima kasih",2
837,dewisintawati dewisintawati,"Sudah beberapa hari ini tiktok saya g bisa digunakan, uninstall... install ulang,baru bisa..habis dipake, keluar mau masuk lagi g bisa lagi, uninstall.. install lagi,begitu terus...kenapa ya",1
838,REVI AULIA RAHMA,"Akhir akhir ini tiktok sering gak bisa di buka dan cuma muncul logo aja, ngelag dan berpengaruh ke aplikasi lainya, setelah buka tiktok aplikasi itu jadii pada ngelaggg semuaa, tolong di perbaiki",2
839,Muhammad dzakwan,"Kenapa pas habis update tiktok pas di buka jadi crash HP ku langsung mati2 sendiri harus di relog2,terus dan setelah di hapus dan dowload lagi sempet bisa 1-2 hari seperti itu lagi gimana ini!!!!",1
840,Malika Azmya,"Kenapa setiap buka tiktok hanya terlihat logo nya saja dan harus download ulang terus, mohon di perbaiki lagi sistemnya ya kak min. Ternyata disini juga banyak mengalami hal yang sama.",1
841,05_DHIPTA WAHYU RAMADHANI,"sering update tapi sama aja banyak bug, apalagi tidak bisa masuk ke tik tok, load lama bikin lambat ke hp dan harus di restart ulang",1
842,Zachary gaming,Setelah update saya buka tik tok selalu hanya tampilan tik tok dan tidak bisa di buka aplikasi nya dan hp saya lemot dan harus di mulai ulang tolong untuk tik tok segera perbaiki aplikasi nya,2
843,Hom Siah,Maaf q sudah lama main tik tok...aman² saja tp sekarang ko malah berat susah gitu g keluar² sy kira louding.....lama bgt akhirnya hrs dihapus dulu trs download LG baru bisa nonton..trs 2 atau 3 hr bgtu LG hrs download lagi...perbaiki dong...terima kasih,3
844,Nani Riyanti,"Tolong d prbaiki lagi bug nya ya soal nya saya sering masuk tautan orang tapa penyetujuan saya, jadi di perbaiki lagi menurut saya tambahkan fitur kalo ada orang yang mengundang dari tautan itu kita klaim iya atau tidak dulu Mohon d perbaiki lagi untuk semua si aman ya tapi tolong perbaiki ini yang d atas aja 🎀 terima kasih",3
845,Stevenz Too,Kenapa habis update gak bisa di buka malah loading lama setengah jam tetap gak bisa ke buka juga kami selaku pengguna tiktok tidak puas dengan aplikasi tiktok ini bikin kuota gua habis 1 GB gak bisa ke buka juga gimana sih update nya,1
846,Unang Amaludin,"Nah gni baru enak admin developer,cmn satu lgi sih video tidak memenuhi syarat padahal gk pernah melanggar aturan tiktok. Mohon admin developer untung membereskan bug satu ini,soalnya kasian juga kan yg mau jadi konten creator jadi syulit mendapatkan viewer yg tinggi cuman gara""bug satu ini.. padahal tidak melanggar aturan tiktok.. sekian dari ulasan saya mohon di perbaiki,selebihnya udah mantap 🙏🙏🤗🤗",5
847,anthonio de carlo,copot pasang sampai berkali kali hp ram 6 rom 128 ..tapi bergitu lama gk dibuka gk bs aplikasinya mentok di logo...knp coba ??? mohon diperbaharui ...jika tdk banyak pengunamu yg kecewa,1
848,Anjar Wati,Kenapa tiktok ga bisa dibuka ya... padahal ruang penyimpanan masih cukup masa iya mau diuninstal terus install lagii... tolong dong gimana caranya biar bisa dibuka lagi... hampir semingguan erorr terus😅,1
849,Alfira Dvs,"Tiktok sekarang kenapa ya, eror mulu , dibuka ngak bisa muncul tulisan tiktok doang terus, harus diuinstal dulu baru bisa ,nanti instal baru 3 hari kemudian gitu lagi, masak kalau mau nonton tiktok harus download terus",1
850,Nur Hayati,"Gw barusan update tiktok masa abis itu gabisa buka apk lain, ngelag semuanya HP gw, ngabank parah, bisa normal kalau udah dimatiin dulu hpnya, kenapa sekarang tiktok begitu anjir, sangat tidak ramah, bintang 1",1
851,Nurlia Fitri,Tiktok kenapa sih akhir-akhir ini suka susah di buka? Sampe harus uninstall dulu baru bisa lagi. Ini udah berkali-kali ga bisa di buka sampe harus uninstall dulu baru bisa di buka lagi.,4
852,Eldarda Sudarso,"Capek harus install ulang terus. Sering nge bug. Tiba-tiba cuma logonya aja. Terus HP ngelag. Terus restart. Begitu berulang. Padahal RAM, internet memadai. Mohon diperbaiki",1
853,Quinsha Sha,"Halow min, saya ingin memberitahu untuk tidak update tiktok secara berlebihan 🙏🙏. Tiktok saya sering sekali tidak bisa di buka sampai hp saya harus di matiin dlu. Sayang mohon ya min, ini demi kebaikan bersamaa... Tolong ya min saya maksa🙏",2
854,Cantika Pratiwi,"Setelah update beberapa hari kemudian langsung gakbisa dibuka tiktok nya, tiba' jadi ngelag dan gakbisa dibuka sama sekali, cuma ada gambar tiktok nya aja dan gakbisa dibuka, sumpah saya kecewa banget karena setelah di update bukannya malah bagus ini malah gakbisa dibuka sama sekali, tolong dong buat adminnya benerin tuh tiktok biar saya bisa buka tiktok dan scroll tiktok lagi, ini saya udah berapa minggu gak buka tiktok cuma karena gara' gakbisa dibuka tiktoknya",1
855,Kendi Mop,"Siapa bilang TikTok cuma buat hibur-hiburan doang? Aplikasi ini juga bisa bikin hatimu jadi lebih bahagia, bro! Kamu bisa menemukan video-video yang bisa bikin kamu terinspirasi, ketawa ngakak, atau bahkan menemukan musisi-musisi dan penyanyi-penyanyi baru yang bakal bikin telingamu berdebar! Bisa banget jadi platform bikin kamu merasa lebih baik.",5
856,Mardian Ali,"Setelah tiktok di update,Kenapa sekarang ini tiktok susah atau tidak bisa di buka,sampai hp saya langsung otomatis restart kembali gara gara waktu tiktok dibuka,, tolong kepada developer tiktok supaya mengatasi masalah ini..",4
857,penyanyi jeruji,"Tolong diperbaiki, sudah upgred malah nge bug,, cuma gambar logo saja gak bisa masuk,, HP jadi nge lagi semua, apk lainnya jadi ngelag",1
858,FF WILDAN,"Min kenapa di perangkat saya tik tok nya tidak ada fitur ""beralih ke mode foto"" Yg bisa di geser-geser itu min,padahal udh coba coba update terus coba install ulang mohon bantuan nya min, tapi selain itu ga ada maasalah kok",4
859,Revaldi Bowo,aplikasi makin parah tidak bisa di buka lag hitam saja dan malah menyebabkan crash ke sistem oprasi hp juga dan imbas lag ke aplikasi lain,2
860,Bren Wahyudi,"Apk..jelek tidak menyenangkan,,baru beberapa hari aj dah gila.koin/poin,hilang gak bs muncul lagi.dah d apa²in jg,,ttp aj? Kecewa.males pake nya lagi gak ada guna...gak ada hasil.males...apk.jelek.bnyk modus nya aj?",1
861,Putri Amalia,"Kenapa tiktok habis di download,setelah 24 jam gak bisa di buka,dan harus menghapus aplikasi tiktok terlebih dahulu lalu di download ulang, sangat mengecewakan semenjak di update 🙏",1
862,gibran alifyandra,Aplikasi nya bagus dan juga menampilkan video keren di fypnya dan juga tiktok juga bisa menghasilkan uang buktinya aku baru ditransfer 500rp ke rekening aku dan untuk menghasilkan uang cuman nonton video yang ada di fyp.,5
863,Azahra Nadia,Sistem tiktok lagi eror ya? Soalnya kalau saya pakek hp saya jadi ngelang padahal ram masih banyak. Mohon untuk di perbaiki lagi sistemnya. TERIMA KASIH,3
864,Dewi Novita,"Woeeee tik tok lu sekarang kenapa sih tiap di buka gak bisa hanya muncul logonya aja dan bikin HP gue jadi LEMOT NGELAG parah,dan sembuhnya harus di uninstall dulu trs install ulang kan capek,itupun kadang bertahan cuma 2hr doang habis itu kambuh lagi.. gila emang tik tok makin kesini makin ngeselin,lakukan perubahan kek..",1
865,sofia leila,"parah banget! 4 bulan gabisa dibuka, cuman muncul logo. gimana sih tiktok, padahal draf baanyak banget udah dari 4 tahun yg lalu. kecewa banget gabisa di buka , tolong dong PERBAIKI BIAR BISA DIBUKA, GA CUMAN MUNCUL LOGO DOANGGG!!!",1
866,Yulianti Alyusan,Setelah di update makin susah masuk tiktok.kadang keluar sendiri dr apk.udh di update malah ga bisa kebuka apk nya.masa harus install dan uninstall terus tiktoknya Makin ga nyaman,2
867,Rina Cahyarini,"Untuk tiktok ! : Stelah saya upload tiktok / ada nya update an tiktok sya gak bisa masuk ke tiktok ini juga sudah diulang buat 3x akun , dan mohon ya kalo mau juga tolong kayak dulu aja !",2
868,Dwi Astuti Budiarti,Saya sudah menggunakan apk ini 4 tahun cuma sempat saya halus 1 tahun nan lah soalnya saya fokus belajar dulu aok nya sudah bagus cuma kadang gebug aja juga pengunaan internet nya lumayan banyak di perkirakan 800mb an itu kalo ga ada setop nya kalo 24 jam habis kuota 2 gb y,3
869,Rian Maulana,Kenapa yah belakang ini Tik tok gak nyaman.setiap saya buka apk tik tok pasti hp saya legg parah tolong dong perbaiki buuk nya. Saya merasa kaya gini semenjak Tik tok update. Saya kira update makin bagus ternyata malah banyak Bukk nya tolong lah pihak Tik tok perbaiki apk terima kasih,1
870,Choco latte,"Tiktok skg makin lelet & berat, kadang cuma muncul logo aja, tolong ya bagian management tiktok di perbaiki aplikasinya. Massa saya harus instal ulang tiktok terus🥴",1
871,Iped Sog,Tiktok itu bagus tetapi lama ke lamaan ko gak bisa masuk lagi ke tiktok Tolong di perbaiki lagi ya Sebenarnya sudah bagus seru tapi hanya ada sedikit perbedaan yaitu ko gak bisa masuk jadi saya nilai 75 aja ya atau 75/100,3
872,Liam WJ,"Tolong perbaiki bug tiktok selalu tidak bisa terbuka di ke esokkan harinya, alhasil harus terus2an uninstall dan install! Sangat amat merepotkan! Mohon di perbaiki secepatnya!",2
873,muhammadzaki nurfahmi,"Kenapa akhir akhir ini tik tok sering tak bisa dibuka cuman keluar logo aja dan gak bisa masuk apalagi sering keluar sendiri tanpa disentuh. Jadi mohon diperbaiki lagi agar lebih sedikit keluhan. ""TERIMA_KASIH""",2
874,Salwatul Hasanah,"setiap hari saya download hapus tiktok, krna lag stuck logo. gabisa di buka sampai hp saya mati sendiri. tolong lah tik tok kalau emg berat banget hapus aja fitur fitur ga guna nyaaa demi kenyamanan. capek harus download hapus download hapus terus. kalau ga di hapus gabisa di buka.",1
875,Akhmad Yogi,"Setelah update malah Tambah berat , stack di loading leg boros ,boros ram mohon ya di perbaiki agar bisa digunakan kembali dengan baik ,segera!!",1
876,kaze kage,"setelah update tiktok kalo kita buka berjam jam seeing ngelag cars patah patah, padahal dulu engga, ini gw pakai hp ram 8 chip Snapdragon 870 masa ngejalanin tiktok doang ga bisa lancar gitu. sedangkan maen game berat aman aman aja",1
877,bintang zaitunnisa,tiktok kenapa si?! aku setiap mau buka tiktok pasti ngestuck di gambar tiktok aja ga mulai mulai dan kalo mau kebuka harus d hapus dulu tiktoknya dan harus download lagi?! TOLONG D PERBAIKI GA MAU TAU.,1
878,Rihana Nazwa,"Setelah di update bukan ny makin bagus malah makin parah, tiktok nya ngeleg dan malah buat mentok di logo terus efeknya hp ku jadi ikutan ngeleg, jadi mohon di perbaiki lagi tiktok nya 🙏",1
879,Alwyy Triasdy,Gw ksih 1bintang aja deh. Soalnya gw udh capek uninstal. Habis itu instal lagi. Karna knpa setiap mau buka tiktok itu sbgat lama. Nnti bisa buka tiktok lagi klau sdh di download ulang,1
880,Zohiratun Hasanah,"Kenapa sih skarang tiktok sring tiba-tiba gabisa masuk tolong dong perbaiki masak harus bolak-balik uninstall, ini aja udah 3 kali install ulang.. Mana HP ngelag gara tiktok",1
881,Agung Wahyudin,"Aplikasinya bagus dan sangat membantu untuk menampilkan karya,.. tetapi perlu di perbaiki lagi karena sering ada bug..",5
882,Nurman Nurman,Tolong dong di perbaiki masa Abis di update malah tambah buruk..kalo mau buka tiktok cm bisa stuck di logo tiktok doang ud gtu hp nya jadi Lag..Udh coba² cara lain ttp aja ga bisa..Hadeh,1
883,Adinda putri Agustiani,"tiktok paling banyak diminati dan disukai org dan menjadi nomor 1 didunia hiburan, mohon untk menanggapi keluhan/saran dri pengguna agar tiktok semakin lebih baik lg dan jangan sampai ada nge bug kekgini",3
884,Nemi fanizah,"Tiktok sekarang kenapa suka eror, kadang gabisa di buka minta update trus, Jadi sering hapus pasang apk Kadang kalo lelet mau buka apk lain jadi ikutan nge-lag semua Tolong di perbaiki agar lebih baik",2
885,rachelica nanda putri w,tiktok skrng udh g ky dlu. skrng sring bgt nge bug kalo mau dibuka. ujung'nya hrs dihapus dlu baru didownload lagi. tolong dibenerin dong. kalo kaya gini gimana ngatasinnya biar ga ngebug lgi¿?¿??,1
886,Afri Nofriadi,"Maaf untuk saat ini saya kasih 2 bintang karena sering kali sekarang tiktok ngelek"" Dan hp langsung stak gak bisa ngapain "" Dan harus saya matiin hp Dan hidupin lagi dan harus saya hapus dulu tiktok baru salah donwload lagi apa ini cara tiktok biar kami update terus gt? Sangat kecewa kali sama tiktok saat ini🙏",2
887,Deby Dybora putri,"tiktok sekarang ngelag banget,suka ngstak di logo dan kalo keluar semua aplikasi juga ikut lag kaya semacam kena virus,tolong ya tiktok mohon diperbaiki, dan harus di hapus supaya bisa dan besuk nya ngestak lagi gitu²terus",1
888,Ini S Channel Boss,"Disarankan JANGAN INSTAL DI SPEK HP RENDAH Sebelum instal nih aplikasi aman"" saja ram 3 gb tak penuh sama sekali dan chipset bekerja dengan sewajarnya Setelah instal nih aplikasi awal awal gak ada kendala apa"", tapi lama lama aplikasi nih memakan ram dan chipset yang sangat berat membuat hpmu lag parah , jadi JANGAN DIINSTAL DI HP KALIAN KALAU HP ANDAEMPUNYAI SPEK RENDAH",1
889,• ɪ'ᴍ • ɪʟᴅᴀ •,"agak kecewa gara gara tidak ada tiktok shop padahal banyak troli yang belum dibeli orang"" begitupun barangnya, barang yang diinginkan cuma ada di tiktok, tidak ada di online shop lain, tapi kenapa tiktok shop di tutup?",2
890,Catatan Arsydila,"Gatau kenapa tiktok bikin hp gua lemot, padahal gada masalah sama memori card, atau penyimpanan data.. Berkali² gua reinstall hasilnya ttep sama! Negatif",2
891,Angelina Lina,"Ya tuhan udh uninstal tiktok 8x dalam 4 hari,setelah di instal lancar di buka,berapa jam kemudian gak bisa di buka dan bikin hp ngeheng harus di matiin dulu,plis lah tiktok knp jadi begini padahal kemarin lancar2 aja😭😭😭",1
892,Jeng Emon,Bagus... Cuma kenapa minimal belanja nya harus naik terus jumlah pembelanjaan nya untuk dapet gratis ongkir.. Mulai dari belanja 30rb baru dpt gratis ongkir... Sekarang harus belanja 60rb..lalu jadi 70rb baru dpt gratis ongkir😌,5
893,Joseph Haga,Nih tiktok kenapa dah pas di buka layarnya putih semua terus pas keluar dari tiktoknya ngecrash minta ampun tolong di perbaiki dong saya kirain hp saya sedang bermasalah eh pas tiktok di hapus jadi lancar lagi hpnya harap di perbaiki dong biar pengguna lebih puas 🙏,1
894,Ika Wulandari,"Tolong ini aplikasinya diperbaiki lagi, aku buka aplikasinya gak bisa"" malah macet cuma logonya doang dan bikin lemot terutama juga memengaruhi aplikasi lainnya...",2
895,Dip dip,"TikTok makin ngeleg aja dan sering tidak menanggapi, tidak bisa dibuka padahal memori masih banyak masa harus bolak-balik install ulang cuma buat masuk tiktok :((",2
896,Agung Menn,"Tolong di perbaiki saat buka tiktok mentok logo tiktok,sudah itu lag parah harus restart hp baru gak lagi lag,saya udah 4 kali kek gitu tolong di perbaiki,tiktok nya jangan bikin gak nyaman",1
897,denia nia,Makin parah.ud brp mgg sk gk bs dibuka sy uninstal trs instal ulg bs. Skrg mala gk bs log in katanya kesalahan server. Ini ud byk banget keluhan tapi benar2 tidak ad perbaikan... Entah maunya gimana ni apk...bukan diperbaiki mala makin kesini makin parah...apk lain jg ikut2 lag hp jd eror...,1
898,Anju fitria Nurjannah,"Satu jam cuma logo yg kluar , Uda 3 hari ini ga bisa di buka ,setelah di up kemaren , kenapa ya ? , Saya kira punya daya sndri , tolong di perbaiki dong , gabut gada yg di ton ton , pengen hapus tik tok tapi masih ada barang yg blm di kirim , konfir nya sulit",1
899,Aullya Lya,"Capek serius, Tiktok baca lah keluhan orang² tolong dong. Cape banget uninstall tiktok trs download lagi supaya ga stuck di logo gelap gabisa dibuka ya anjir. udh lama bgt kaya gini gaada niatan dibaikin, mana suka ngelag. Lama² ku bom juga",1
900,I Kade Ngurah Arta Bangkit S.,"Alasan saya karena tiktok sekarang ada bug ngestuck di logo saya sudah uinstal tiktok 4 kali saya down lagi bisa dibuka pas besok nya lagi ngestuck lagi di logo, itu pun ada efek ke hp , HP tiba-tiba ngeleg parah, jadi semoga diperbaiki 👍",1
901,Ellysa Fernanda,"tiktok kok jadi begini di buka aplikasi nya gak bisa terus harus uninstall terus download lagi baru bisa di buka apk nya gitu aja terus berulang kali, mohon di perbaiki",1
902,Jamilah Dara,Tiktok sekarang knp yah sering bgt tidak bisa di buka berat dan down bgt gak bisa buka jumlah penonton jh lebih sedikit ..tolong di perbaiki lebih mudah lagi tiktok thanks agar tidak bnyk yg kecewa,1
903,Rasya Widyastuti,Tiktok sekarang berat sering lag kadang ngak bisa dibuka cuma ada tulisan tiktok doang Ampe ber hari² sampe mingguan jadi tolong di perbaiki soalnya saya jadi sering install uninstall tiktok biar bisa di buka mungkin bisa segera di perbaiki ya min,1
904,Reza /saputra,"Tolong di fix dong bug nya, ini kenapa tiktok gabisa di buka dan mentok di logo tiktok doang, bikin hp ngelag. Tolong bug nya di benerin, banyak yg ngalamin",1
905,Mario Budiono,Tiktok semakin ke sini semakin kacau. Hp ram6 masa seringbg bsbdi buka tiktok. Masa tiap hari harus uninstal trus download lagi biar bs masuk tiktok.. Kacau.. Tolong di jawab kritik saya. Saya pernah kritik tp g di respon sama sekali.. Kalau kayak gini sama aja mengecewakan para pengguna tiktok,1
906,Merry Gabriel,Ada apa ya dgn tiktok...sdh di update ulang.. bahkan di install berulang kali..msh sj lemot & muncul layar hitam ... apalagi klo sehari2....tdk nonton Atau pun tetap kemoterapi,3
907,Liez Listiani,Aneh tiktok teh masa baru kemaren di perbarui...sekarang harus di perbarui lagi...mana makin ga jelas tiba tiba keluar sendiri hadehhhh jadi pengen di copot aja..kenapa sih dengan tiktok...sehari tiga x harus di perbarui...baru mau buka keluar sendiri aneh,1
908,Qurratul Aini,"Sumpah aku baru update tiktok tgl 23septmbr23 malah tambah lemot ya, kek banyak virusnya gitu padahal wifi ku nyaman"" Aja kek ngaruh ke aplikasi lain jg ruangan aplikasi jg masih banyak yg kosong tp kok ngelag",2
909,Sintia Pade,"Mohon lebih di perbaiki ya tiktoknya soalnya tik tok sekarang ngelag banget gak bisa di buka, kalau di buka tik tok bakalan ngelag sampai "" Bikin HP jdi lemot dan gk bisa buka aplikasi lain semenjak di update tik toknya jadi gitu jdi gk bisa di buka lgi, jadi mohon di perbaiki lgi tik toknya.",1
910,Nabila Najema,"Knp tiktok sekarang g bisa di buka,bisa di buka itu pun harus di uninstal trs udah 3-4 kali ga bisa di buka dan hrs uninstall, klo akunya ga hilang gpp klo hilang mau gma,mempersulit bgt",3
911,pipi sonia123,Apaan nih baru update malah gk bsa ntn malah keluar terus gk jelas bgt aku dulu suka bgt pake tiktok tp semenjak update jgn kan main masuk aja gk bisa! Gmana mau main! Apk gk jelas!,1
912,Retna Dwikalista,"Udah berkali kali hapus tiktok terus Download lagi,karena tiktok g bisa di buka,yang muncul logo doang,cape kalo ky gini,bolak balik hapus terus download lagi, pengen ky dulu tiktoknya, g pernah ngeleg,lancar terus🙏😬",3
913,rubygummy,"Tik tok saya sekarang mulai ngelag, setiap mau masuk stuck logo terus dan harus di instal ulang jika logo tidak bisa. padahal jaringan yang saya gunakan cukup bagus mohon bantuannya dari pihak tik tok.",3
914,Amar 1234,"Tolong dong tiktok ini gimana ya,masa gabisa di buka terus,setiap mau di buka gabisa dan harus di download ulang cape kan harus download lagi download lagi Tolong di perbaiki yaa cape harus bolak balik download tiktok",4
915,Doni Fatahila,"Setelah update tiktok ini makin berat si untuk di geser,dan membuat hp saya lemot , tolong di perbaiki,jika udah di perbaiki saya akan download lagi 🤬🤬🤬🤬",1
916,suryati sahra,Apk ini sangat bagus tapi tolong ringankan sedikit pokoknya apk ini the best lah pokoknya tapi apk ini sering eror ya walaupun begitu pokoknya apk ini Ter the best lah aku juga punya apk Ter the best selain tiktok yaitu mobile egends dan tiktok ya itu saja sih apk menurut ku paling Ter the best ya terima kasih telah menghibur ku mungkin saya bisa menyampaikan sampai sini saja dalam kenal saya dari agama muslim ingin mengenal kalian dari dalam oke sampai sini saja assalamualaikum,5
917,Rahmat Aqso,"Akhir akhir ini tiktok sering update jadi berat untuk HP spek ram3 kaya saya, sedangkan buka aplikasi aja ga masuk masuk gara gara berat banget tolong di perbaiki bantu org"" Yg dpek HP kayak saya",1
918,Caesarah Salsabilah,Tiktok saya ga bisa dibuka dan harus download ulang padahal baru kemarin didownload ulang. Apk ngebug cuma keluar logo doang. udah byk keluhan tapi belum diperbaiki. PAYAH👎,1
919,Sultan Ritonga,"Saya sebagai pengguna tik tok sudah 5 tahun bermain tik tok,semenjak tik tok di update,tik tok 3 hari sudah tidak bisa saya buka,saya ulang berkali kalinya tidak bisa juga,menurut saya,yang update an terbaru ini dihapuskan saja,tik tok jadi makin ngeleg dan tidak bisa dibuka dalam 3 hari,saya menunggu selama 3 hari sampai saya capek banget, tolong yang punya aplikasi tik tok ini tolong dihapus update terbaru nya,saya kurang setuju tik tok nya tidak di buka,dan tik tok dimainin ngelag!",5
920,Ovan Arab,Tiap hari harus uninstall install lagi karna kalau gak gitu gak bisa dibuka cuman logonya aja yg muncul. Tolong diperbaikin capek bolak balik playstor tiap hari kalo mau buka tiktok,2
921,suci amelia,"Kenapa ya sekarang ini tiktok setelah update, Hp jadi eror panas dan aplikasi tiktoknya tidak bisa dibuka cuma muncul logonya aja lama, tolong dong di perbaiki lagi seperti semula...",1
922,Indah Maytasari,"Baru td subuh di update , eh buka aplikasiny lagi lgsg mnt di update lg , makin jelek layananny 😤 .. Sekarang tiktok buruk sekali , beberapa jam ga di buka , sekali ny di buka di minta utk update lagi 😡🤬 , di tmbh vt yg vulgar selalu lolos",1
